Iteration,Distance
25,746827.2620371605
25,779025.6785727195
25,767473.5524648014
25,785140.3075472519
25,758594.6169354869
25,747876.5936739075
25,770469.1055319413
25,753433.1716164268
25,747244.4113417608
25,791936.4967544251
25,736824.8637242628
25,756256.3217838982
25,757074.0346417981
25,774388.3708641743
25,754980.5113731328
25,789495.6961762775
25,761123.2592061467
25,782480.1255015028
25,762285.1640409032
25,764810.8585407186
25,749928.313587771
25,737695.6924653698
25,767957.1308479347
25,765289.5735826085
25,762386.6685655393
25,767378.887611994
25,763757.9182936816
25,754819.7542550996
25,746320.652286866
25,746197.6950670391
25,778699.138230874
25,728655.7635727848
25,760435.4462915282
25,773693.3254584556
25,763941.6354743474
25,758873.765437016
25,753738.3828209218
25,754087.0270673492
25,758840.1110561345
25,767042.8413704596
25,760895.5387171487
25,721584.1985396954
25,744315.0092657169
25,716425.5059925587
25,756473.6428892984
25,763183.187189361
25,740178.5781777661
25,758052.2594495609
25,769556.9328901995
25,751075.5070723797
50,743566.6144286226
50,766296.029215657
50,750185.0834521296
50,769978.8493228435
50,742622.3861697557
50,728085.5066820516
50,753808.4935597784
50,743211.9371175871
50,735470.686500866
50,781461.6930257252
50,727753.880442548
50,744872.6700299265
50,743257.4205820046
50,760335.4215405233
50,741866.1702874671
50,775979.3106508336
50,743518.8407282003
50,765224.30969411
50,754165.7716277699
50,755932.3542330966
50,735479.6430406467
50,729267.8415415506
50,760150.0389373319
50,752095.0619362426
50,758359.515354306
50,759177.6642339925
50,749357.6565523684
50,738803.0665832937
50,736423.4505824662
50,733305.2535774929
50,759399.550799675
50,718582.707400586
50,752776.7662804875
50,759637.2886935528
50,744947.8684545226
50,746376.2394162058
50,745557.165113437
50,739071.6712191629
50,750977.3651419386
50,743518.3919940185
50,735806.3615718787
50,702376.8081544475
50,728353.2232842284
50,707943.5552457422
50,742509.1087401486
50,749840.4507119666
50,734327.578655093
50,749323.4621056998
50,761056.8659416592
50,740652.5578177908
75,734232.8793853248
75,748023.9667910687
75,737150.2661457591
75,757942.1692903443
75,731056.9938015594
75,711392.5245613322
75,746194.1628185859
75,732471.0253852509
75,726875.2550917083
75,763409.6994068023
75,723033.7101931947
75,726207.1040525795
75,726336.3441057149
75,750493.0786086943
75,733471.1540628972
75,763645.4294071473
75,731209.6988699879
75,755887.4240449234
75,741278.9633041522
75,745304.2814971164
75,723694.3729538312
75,712169.3408622055
75,747442.336867283
75,739814.5389011144
75,739909.6733442297
75,749162.9602017562
75,734478.9905092432
75,721345.6676963847
75,723043.4890520137
75,720982.8765416628
75,743913.539719003
75,712389.883919248
75,732219.8329732072
75,752692.8785828662
75,736297.2890523582
75,738518.4673712356
75,736705.0432356875
75,723391.3133671144
75,736242.9703626629
75,729469.748755909
75,724917.901859886
75,691530.3296647958
75,720494.7419964973
75,698830.8633330022
75,731474.8470054942
75,734507.7680793996
75,726630.6415681606
75,741024.5837665055
75,752227.5221701179
75,723034.8358074861
100,727946.4865988458
100,738386.3516823741
100,723658.9961274124
100,733054.9974781291
100,717396.9604151794
100,694624.7118676903
100,728089.3622442075
100,723254.3533074184
100,717797.9509620727
100,748048.0515558064
100,712764.95579428
100,708095.1082910296
100,712978.5414726407
100,737499.9463921526
100,724092.6656171527
100,738613.9149183293
100,722457.7523269887
100,742797.6174919482
100,724170.2333081653
100,731869.7841863312
100,718097.7129075046
100,705436.085269242
100,734221.3136885071
100,728807.1044530517
100,725591.4867972861
100,736367.9746342923
100,719297.3935643692
100,697177.0958604681
100,716180.3085260964
100,712082.9244744754
100,728505.2139587228
100,701002.3610694214
100,720624.3665427978
100,740381.3210384935
100,732378.2745831206
100,723537.4038365429
100,733080.089179626
100,712901.3685466469
100,724044.8050626504
100,723026.6961107352
100,717580.041595624
100,681614.1778329065
100,705427.0819909303
100,695221.4966992387
100,715957.4189890343
100,726979.51969399
100,712235.7322852481
100,733505.7274049025
100,734837.3731368105
100,704301.2038926658
125,719872.7350978603
125,731188.2131588039
125,718746.6184433188
125,722049.8740773661
125,712243.7473002286
125,684555.5331691004
125,716740.1263271141
125,709772.5786862556
125,712126.0590015564
125,744461.704576184
125,698109.1553958723
125,698481.5980757093
125,701142.2694617055
125,725232.5849232278
125,712260.6697307783
125,726533.8018583496
125,705801.4386952815
125,735514.0151026787
125,716618.8885258489
125,720843.9761420608
125,707579.1856935405
125,694461.0227029877
125,722894.4620186992
125,719621.3035879
125,708571.1688722277
125,729641.7496480689
125,710161.1596816775
125,686663.6155841927
125,703385.0307585194
125,696409.9702430887
125,716965.6957885679
125,687715.5889703936
125,712072.5993939302
125,728028.9629611903
125,727805.6503412182
125,715490.5162379734
125,725713.5825063239
125,707353.9694804987
125,715312.1473196271
125,710729.0700845501
125,712272.0997351627
125,676207.7375100848
125,690070.6057887598
125,674857.3463963859
125,703283.5299236276
125,714842.2160566621
125,704137.1410552689
125,717647.9472506879
125,721447.8908283341
125,695672.3071804779
150,712688.7872827791
150,717853.9753422631
150,711487.1729601331
150,713906.9878255503
150,702334.5539927448
150,677242.4036795726
150,706078.5597356177
150,695625.5725224613
150,702227.3443217009
150,718662.9741989191
150,692570.5425844797
150,689744.8909893642
150,696743.1727172639
150,712786.3013227923
150,702021.6103457898
150,717094.3004649832
150,694993.8398690282
150,726497.7012774493
150,706413.2663857193
150,708743.5254703204
150,692615.276832157
150,682118.4805535435
150,715059.543363445
150,710667.6146619864
150,693097.5260506005
150,710067.078111727
150,704856.8453552821
150,677387.3987233333
150,696833.8430645063
150,684447.074525098
150,703186.9590451523
150,677167.1543807223
150,707331.5470385599
150,717077.1403291506
150,721381.4428410102
150,706446.5433767899
150,719867.4940667665
150,700806.2647268439
150,708978.025256923
150,700335.6189586039
150,700775.2053521038
150,671797.824047067
150,680227.2711669033
150,664276.1279713265
150,691136.1909948013
150,709448.576354416
150,698435.0263847623
150,709813.7248731926
150,706559.3250644368
150,686870.0287968182
175,704869.8515954698
175,709782.8933139079
175,701308.2026777316
175,704723.134950788
175,688045.6236325643
175,664456.5688704358
175,691105.3276883842
175,686813.6760031026
175,689384.2258708949
175,701888.3700427386
175,683638.4118940613
175,677103.8588365307
175,689612.1887177996
175,705826.9803375157
175,692355.9317521468
175,708220.8412786867
175,673471.2554188563
175,716930.3271112518
175,699408.4427302316
175,696856.336661619
175,686659.0668306758
175,674848.7873546268
175,697650.7542995453
175,701375.7048464038
175,688890.2999988692
175,702984.0333806025
175,690308.6940971469
175,671142.1899711431
175,680998.4600455003
175,676969.1776423332
175,691778.7475489707
175,661368.9833536521
175,695811.72536542
175,700313.6196357679
175,705752.1045506812
175,698352.3300684621
175,715384.7370214044
175,694497.3147378867
175,700988.570477892
175,692188.4784312611
175,681123.2665705697
175,660925.7975122326
175,667658.8672353197
175,654715.6278395497
175,682309.5149433949
175,700267.7472976474
175,681722.1943706169
175,695799.1495501009
175,697281.7624574162
175,678945.6797347334
200,693336.9595820277
200,704094.5607944168
200,693115.6805460339
200,698887.6981944225
200,681573.3374940185
200,650629.5514468325
200,677895.8778858102
200,675913.3294836568
200,678209.3846209627
200,692202.4726085034
200,671688.9581164537
200,672513.7466695084
200,683194.4862432987
200,695414.2062946841
200,685861.0905417699
200,694469.1705707606
200,657810.8784938747
200,696955.4935243545
200,687885.356800273
200,687821.7047018957
200,680375.789451868
200,667015.6181085804
200,684463.9140779013
200,684974.9450517684
200,678233.5317942194
200,688717.4413278557
200,683172.6847457107
200,658140.0728490921
200,664753.5865503902
200,670617.8913269411
200,683456.9043691558
200,654529.6302569439
200,684155.1097277025
200,693945.102683513
200,700256.3331453371
200,687134.4018607538
200,701872.0532821702
200,683679.3874172444
200,693691.1550759594
200,684084.6029209414
200,674337.5018814191
200,652979.1881272766
200,663791.3437999345
200,644238.9902498788
200,676043.3347349841
200,680949.3722370237
200,676205.3824523111
200,683812.5142121055
200,692105.7954063526
200,666755.9299294421
225,687597.9763150385
225,693141.513842251
225,686619.8903740612
225,687790.5743205554
225,679368.2646780756
225,644739.3859001067
225,663289.050750377
225,669697.7168848411
225,669519.6358139899
225,685089.7470708687
225,662340.5601479169
225,669196.9334048063
225,675233.6430045462
225,691317.6891759973
225,672603.7874753448
225,688032.5430707615
225,650747.4276643122
225,692693.9227249445
225,685566.9717273364
225,674880.0468963521
225,674757.8772008839
225,657087.1724474423
225,677679.3010840457
225,677688.2124773195
225,660446.283548571
225,676707.5357341004
225,672545.1634839908
225,645167.5811785216
225,658124.735140756
225,665441.8194947314
225,677021.3669835189
225,647195.8756619211
225,677700.5084005544
225,681821.6295417724
225,694803.3748662286
225,679797.9727186637
225,689475.7427937649
225,665251.5942001755
225,679114.4077350453
225,670620.162581384
225,664942.199591542
225,644241.991665873
225,651887.5408267932
225,633414.7930078876
225,666856.773021146
225,668259.5045107534
225,666740.8996575169
225,673937.7224281864
225,676643.8944760768
225,661306.8569529696
250,679702.096017458
250,685374.2604548825
250,681311.6282675178
250,676020.8472643454
250,668153.8349295544
250,638034.8786923859
250,654881.0275442846
250,657076.0362212538
250,658781.7098787219
250,668809.5856020714
250,661767.8308124037
250,661854.8009936536
250,668200.9364985225
250,681811.3719053859
250,665373.9139290749
250,673350.7251925643
250,644034.1779460324
250,689343.0400161224
250,674103.5961206977
250,668331.4694612656
250,667779.3929264809
250,648904.3613257585
250,673216.6594564716
250,660082.5809856495
250,655211.8373982677
250,670730.1569608909
250,662430.3614762097
250,630438.1666664019
250,652734.282011053
250,656120.4874641376
250,663116.9008245635
250,635003.0359687362
250,669889.7959747196
250,669083.2139950478
250,689642.4840881262
250,675484.0733577504
250,684808.6396894071
250,649267.6847593628
250,666357.9180013357
250,656830.4167559277
250,656296.6252383896
250,635198.9791517619
250,642036.5874939067
250,624646.4017575459
250,659412.4680313694
250,656566.2569964863
250,654695.5369197123
250,660077.5824289725
250,669015.1718551937
250,656438.4096728718
275,668379.8555998077
275,681002.1050974226
275,669280.0547241381
275,666908.8372493786
275,648539.050415635
275,631626.7615253013
275,644690.203258988
275,649929.4574820675
275,655278.9056417044
275,664460.3650102622
275,654229.6547277456
275,656201.4365306544
275,662027.967482808
275,679197.8958141356
275,658560.168379349
275,660316.5311145011
275,634594.4916495805
275,677064.341389706
275,661148.3150247147
275,661184.4148834086
275,664580.5303284846
275,645520.6671750253
275,666862.5920490474
275,649369.6880278387
275,650024.3207394866
275,661124.6076614078
275,653431.9686190125
275,623099.9729484139
275,647638.4531050873
275,643649.3743548451
275,649645.0889226744
275,627987.2903266087
275,659986.3420514936
275,664368.6133898174
275,683387.2832778357
275,669397.9226570859
275,672377.452912078
275,641016.4173298645
275,658852.3377118172
275,651456.6487701199
275,638267.1878350754
275,628176.9658804563
275,633308.0338834814
275,613043.7947483838
275,644854.9631569895
275,644498.9782534483
275,645905.5684771234
275,656481.1151713016
275,659313.5456942831
275,650073.5449079446
300,662717.6148758546
300,668482.0720820756
300,658594.0598723285
300,657881.422045033
300,640775.7496244275
300,621043.2682237725
300,632635.2121781172
300,641464.7162937846
300,644247.3698762045
300,655333.5523818628
300,643979.5908394329
300,639647.9751590209
300,656114.4744799582
300,673835.8555947016
300,645505.2790680758
300,652044.063704367
300,631206.6043177021
300,670591.409225203
300,652079.6536410752
300,651193.6000421866
300,654858.5968158115
300,638704.8753371631
300,665005.1696087208
300,638386.284483897
300,642823.7400554344
300,652009.6797137486
300,639241.3992186291
300,620660.1289405043
300,637490.9365295691
300,640285.7222245439
300,642948.2881603595
300,620522.471855746
300,650881.704498819
300,656155.1790730116
300,670962.8143824043
300,658518.2694158985
300,656326.5817343437
300,626480.245794983
300,651581.4962781043
300,640223.4738028331
300,636337.5264701386
300,621696.4446191891
300,622671.0487323555
300,603705.4822220306
300,639152.6284547218
300,630198.0975237036
300,639654.6075796277
300,647886.1908467021
300,648884.1227944802
300,635812.4346129149
325,648635.3458086245
325,660563.5025524773
325,647912.8976454543
325,646977.8138677753
325,627292.4331115016
325,606857.0925101948
325,629121.9688661268
325,636532.682389628
325,635184.2528917815
325,650748.8175873492
325,636937.9160325263
325,633107.8696016843
325,649678.4342416049
325,668235.2282841118
325,638810.6131807704
325,640208.2215286226
325,618316.6163040332
325,667466.1876271243
325,642611.668161586
325,637001.540568124
325,637210.7242017764
325,631657.2977131436
325,661218.7680864843
325,633496.2011977909
325,637561.2305601916
325,642930.0820058832
325,630628.2624403903
325,616263.331829326
325,633056.9125267457
325,633257.1174092536
325,636064.478692545
325,612897.1839416288
325,643630.6801718496
325,653873.9660492984
325,654332.4833340351
325,653660.7278666071
325,645249.1852718774
325,620914.9268846087
325,645378.7758379555
325,637471.0721117095
325,627808.0816656107
325,613957.3472572181
325,611547.8957408048
325,600863.7078444068
325,631929.2573789941
325,619836.5109711229
325,633068.9048275863
325,639075.034060162
325,644352.776536397
325,630104.737979317
350,640417.3358179943
350,653969.8268170662
350,640313.7347918317
350,640861.3645858654
350,621958.0148582842
350,599455.0581475918
350,620292.5823669939
350,627624.439048239
350,627455.8199947578
350,645514.5737715398
350,631853.4618205646
350,629322.4911777467
350,640212.3282865258
350,663676.8558586105
350,634575.0923637319
350,637359.279126288
350,608483.4292653465
350,660466.2132107682
350,633747.7471510014
350,623730.4821278205
350,623773.1543599183
350,625598.4628268069
350,653896.9801879629
350,623571.426028437
350,627200.3722125781
350,632947.7434450253
350,621741.4006250165
350,611051.237996906
350,630644.6427951581
350,622054.3182652706
350,627617.5241685366
350,606352.0111255939
350,637533.486218617
350,648694.1466179186
350,646793.4424517496
350,643714.8583543889
350,636180.8008075401
350,606592.2330712634
350,642241.070480064
350,630511.4582478225
350,615778.054840702
350,607681.8427844173
350,605791.8494333192
350,596752.0848351737
350,622662.590324297
350,613557.5598623486
350,622559.8348293372
350,626393.6651569573
350,634941.0625134181
350,620301.9628554153
375,634448.3713443312
375,639038.0786931119
