Iteration,Distance
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,62146.54764642943
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,59600.49840064155
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,61651.393786316636
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
25,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,62146.54764642943
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,62296.77133144196
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,59600.49840064155
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,61651.393786316636
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
50,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,62146.54764642943
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,65007.37645925359
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,62296.77133144196
75,221435.5554674975
75,63881.26252756306
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
75,221435.5554674975
