Iteration,Distance
25,33594.13709068103
25,34118.295426356446
25,33340.168390238425
25,32964.89432924528
25,34720.37328722132
25,34303.53525181648
25,32318.526878389934
25,34647.4886672602
25,34154.55662411593
25,31899.199447705407
25,34661.30777516576
25,33062.0509786823
25,33179.548361731926
25,34564.005272450006
25,33608.4521006262
25,34327.04924854985
25,35492.02611461277
25,31758.842536278247
25,34306.37937873608
25,33834.07275373756
25,32693.98770605234
25,33722.78479994862
25,33242.58283181043
25,33547.163860346416
25,34012.00499354342
25,33096.85820563913
25,33860.94688837355
25,32877.79040036528
25,32877.63920058864
25,34018.19296363766
25,34363.58236458156
25,33277.75593118857
25,34114.65425440111
25,35966.99580366153
25,33250.06059947334
25,33415.62607064575
25,32783.07815116738
25,33197.23498477838
25,35272.18508421141
25,35753.18405372109
25,34174.47873190669
25,34287.1166725806
25,33543.557083876265
25,31936.365625040813
25,35082.60850997783
25,34482.11904821315
25,34092.21372917924
25,34899.35365484745
25,33497.50488384185
25,32783.90209254711
50,32626.53974442614
50,33721.192168727066
50,32572.932691119084
50,32708.132228872575
50,34274.36822596508
50,33554.54528111088
50,31721.56094494714
50,34118.448222688596
50,33609.41833595733
50,31708.183465496088
50,34357.9833995365
50,32825.340635188346
50,32548.69507597552
50,33959.01524340933
50,33540.995301462295
50,33505.99007790757
50,34547.0255904802
50,31400.01837371096
50,34022.7040954378
50,33322.87110402594
50,32105.11590862576
50,33403.148884578695
50,32493.30175036146
50,33163.744931560315
50,33465.38547170909
50,32602.486224736767
50,33216.636160693284
50,32460.64317281046
50,32578.093750355507
50,33569.86130435475
50,33758.739469511216
50,32814.002850200864
50,32969.368656779596
50,34645.6829598868
50,32252.88468569317
50,33152.44086961235
50,31705.823708997224
50,32592.146138350647
50,34346.53290663501
50,35231.62078876795
50,34010.312716711036
50,33338.70025632928
50,33274.51908477937
50,31150.721701441653
50,34375.23437986335
50,33867.18499858461
50,33711.629285267874
50,34320.33245817335
50,33275.81708418915
50,32260.141489901336
75,32241.357311212203
75,33224.834117594546
75,31618.752091194783
75,32367.757609628658
75,33617.34783594337
75,32796.20428910809
75,31326.449254386236
75,33312.24988687882
75,33152.20892223355
75,31434.953323135403
75,33857.69626515577
75,32370.20686496964
75,31535.22621720782
75,33418.631773044784
75,32928.68646753642
75,32618.061857363937
75,34349.83672837391
75,31005.261819043164
75,33733.44796563111
75,33033.10754167067
75,31767.41116659192
75,32629.465052897074
75,32023.52206578459
75,32582.094376559537
75,32663.168984983688
75,32335.082104280806
75,32787.02077771198
75,31789.141890939223
75,31989.788983518403
75,32896.51642083446
75,33004.443655140865
75,32291.024287680568
75,32829.96780078593
75,33856.60205267924
75,31824.18958924747
75,32415.35919508482
75,31259.243238003477
75,31488.977532683224
75,33935.98529779385
75,34583.32826347505
75,33668.989916762424
75,32769.721206659
75,32870.257023595805
75,29706.39774856661
75,33765.05722812255
75,32055.78992604395
75,33291.50709144101
75,33561.2589665632
75,32859.51817387785
75,32044.27844335666
100,31495.17215730187
100,32825.25859107763
100,31086.08482310369
100,31503.68951560342
100,33380.249832698864
100,32488.008806386584
100,30701.35080852225
100,32490.04350023268
100,32568.43218727632
100,31077.56947899725
100,32837.3800668073
100,31729.21043377318
100,30679.802339350044
100,33221.62666932741
100,32181.367012875566
100,32077.32235303051
100,33657.60645040837
100,30542.878525904536
100,33013.09694831487
100,32552.845358515136
100,31151.593282205355
100,32276.084492576905
100,31578.8950800257
100,32079.720594817336
100,32279.716282664416
100,32099.020149213386
100,32174.80010191143
100,31612.907518005493
100,31331.435028462325
100,32497.694662011032
100,32329.163264297476
100,31122.2035035678
100,32436.624489550057
100,33436.54285316033
100,31346.010031240956
100,32017.580709909285
100,30806.791673627555
100,30799.994909771554
100,33141.32566253819
100,34167.53614681832
100,33110.0047802107
100,32099.341169933905
100,32321.501852885365
100,28947.199429410397
100,33571.99301329489
100,31777.737508334958
100,32445.501002032135
100,33425.66976522419
100,32369.119328476536
100,31193.147926905396
125,31300.533276031736
125,32247.388778662727
125,30743.20021688739
125,31146.905653680187
125,32922.181729911725
125,31292.127182864704
125,30246.6539699877
125,32115.65173097339
125,31915.382167735534
125,30747.161494339598
125,32509.651675385187
125,31590.522536639233
125,30670.38285063844
125,32677.016573090452
125,31543.72897472175
125,31708.966304855847
125,32573.981319364695
125,30434.276318887918
125,32504.857027786133
125,31873.965119838944
125,30611.377633576154
125,31539.511726608092
